user_id,profile_id,gender,occupation,interaction
915,1769,Male,Designer,5
613,1080,Female,Doctor,3
129,1027,Female,Designer,4
580,1237,Female,Lawyer,3
393,1591,Male,Developer,5
729,1485,Male,Artist,1
194,1967,Male,Teacher,4
267,1136,Female,Teacher,1
39,1964,Male,Designer,3
727,1236,Female,Teacher,5
460,1037,Male,Doctor,5
328,1403,Female,Lawyer,3
112,1042,Female,Scientist,1
687,1131,Male,Lawyer,4
889,1038,Female,Scientist,5
517,1531,Male,Designer,2
338,1352,Male,Manager,2
477,1380,Female,Designer,2
774,1481,Female,Lawyer,4
394,1761,Female,Manager,1
613,1793,Male,Engineer,3
928,1335,Male,Artist,3
854,1200,Female,Teacher,2
940,1947,Male,Manager,1
45,1657,Female,Manager,3
151,1720,Female,Artist,4
179,1237,Female,Lawyer,4
780,1807,Male,Manager,2
330,1082,Male,Scientist,3
238,1957,Male,Teacher,4
482,1467,Male,Engineer,2
882,1510,Male,Engineer,5
670,1199,Female,Scientist,4
698,1493,Male,Engineer,4
851,1157,Female,Scientist,2
230,1055,Male,Lawyer,4
171,1065,Male,Doctor,2
206,1286,Female,Doctor,5
332,1911,Male,Engineer,1
513,1051,Male,Lawyer,4
528,1594,Male,Artist,3
194,1229,Male,Artist,1
194,1821,Female,Designer,3
194,1437,Male,Teacher,4
675,1250,Male,Engineer,5
736,1083,Male,Artist,2
700,1901,Female,Developer,1
659,1051,Male,Teacher,3
105,1517,Female,Engineer,1
195,1035,Male,Designer,1
812,1169,Male,Scientist,1
1000,1285,Male,Artist,3
211,1429,Male,Designer,4
797,1657,Female,Manager,5
128,1176,Male,Engineer,4
893,1224,Male,Manager,4
736,1787,Male,Scientist,2
950,1401,Male,Teacher,3
611,1492,Male,Manager,3
338,1376,Male,Teacher,2
582,1123,Male,Doctor,2
475,1072,Male,Lawyer,3
794,1590,Female,Designer,3
259,1005,Female,Doctor,1
553,1503,Female,Doctor,4
316,1062,Female,Engineer,5
349,1112,Female,Developer,1
113,1451,Female,Lawyer,2
71,1762,Male,Manager,3
544,1694,Female,Artist,2
2,1845,Male,Engineer,2
749,1291,Female,Artist,1
992,1016,Female,Lawyer,1
413,1395,Female,Lawyer,3
538,1535,Female,Scientist,3
721,1378,Female,Teacher,3
50,1211,Male,Doctor,1
35,1996,Male,Developer,5
363,1913,Male,Teacher,5
324,1443,Male,Manager,4
10,1276,Male,Engineer,1
266,1885,Female,Teacher,2
253,1912,Female,Teacher,5
25,1321,Female,Manager,2
806,1078,Female,Artist,1
757,1499,Female,Doctor,3
571,1402,Male,Doctor,3
568,1669,Male,Designer,4
186,1749,Male,Scientist,5
802,1444,Female,Scientist,3
566,1597,Female,Artist,2
253,1065,Male,Lawyer,5
330,1661,Female,Engineer,3
773,1455,Female,Artist,3
926,1267,Female,Scientist,2
107,1353,Female,Artist,3
196,1632,Male,Engineer,4
675,1609,Female,Engineer,1
602,1748,Male,Scientist,5
623,1439,Male,Doctor,3
516,1892,Female,Designer,4
520,1744,Female,Artist,1
940,1427,Male,Doctor,4
666,1728,Female,Teacher,4
875,1064,Female,Developer,4
103,1829,Male,Engineer,5
200,1982,Female,Lawyer,5
879,1836,Female,Lawyer,5
149,1154,Female,Engineer,2
196,1309,Female,Teacher,1
555,1115,Male,Scientist,1
951,1656,Male,Lawyer,1
530,1746,Male,Teacher,5
68,1107,Female,Designer,1
950,1757,Male,Artist,2
471,1221,Female,Doctor,5
39,1579,Male,Lawyer,5
734,1215,Male,Artist,2
852,1870,Female,Doctor,4
474,1968,Female,Doctor,4
360,1793,Male,Designer,3
505,1080,Male,Developer,1
854,1902,Male,Developer,1
921,1551,Female,Teacher,2
38,1254,Female,Manager,2
287,1899,Male,Engineer,3
410,1872,Male,Lawyer,3
762,1564,Female,Doctor,3
507,1172,Male,Artist,1
839,1371,Female,Manager,5
858,1861,Female,Designer,2
425,1438,Male,Lawyer,1
900,1569,Female,Teacher,1
299,1992,Male,Engineer,3
594,1706,Female,Engineer,3
411,1154,Female,Lawyer,5
894,1748,Female,Artist,2
73,1295,Male,Engineer,5
155,1947,Male,Engineer,5
9,1349,Male,Teacher,5
455,1806,Female,Artist,1
894,1237,Male,Manager,4
201,1260,Female,Engineer,3
432,1780,Female,Doctor,5
973,1390,Female,Lawyer,2
164,1594,Female,Teacher,2
872,1033,Female,Teacher,3
49,1977,Female,Artist,2
296,1718,Female,Artist,3
576,1253,Female,Doctor,1
906,1756,Male,Developer,5
985,1024,Female,Engineer,1
659,1487,Male,Teacher,5
745,1667,Male,Scientist,5
508,1771,Female,Scientist,1
895,1093,Male,Designer,4
694,1612,Female,Artist,1
553,1689,Male,Developer,3
371,1449,Female,Designer,5
695,1274,Female,Designer,2
94,1214,Male,Designer,1
708,1786,Female,Doctor,5
441,1969,Female,Lawyer,3
289,1309,Male,Artist,1
481,1746,Male,Designer,3
295,1254,Male,Teacher,3
697,1504,Male,Teacher,1
927,1845,Female,Manager,1
231,1699,Female,Designer,1
894,1241,Female,Doctor,3
63,1399,Female,Lawyer,5
670,1144,Female,Designer,4
331,1897,Female,Engineer,2
583,1162,Female,Lawyer,4
108,1676,Male,Artist,3
576,1868,Female,Teacher,3
239,1346,Female,Engineer,4
683,1051,Male,Teacher,2
670,1320,Female,Teacher,1
228,1993,Female,Teacher,3
667,1225,Female,Artist,4
244,1933,Male,Manager,3
349,1953,Female,Engineer,2
991,1828,Female,Teacher,3
353,1479,Female,Artist,4
667,1657,Female,Lawyer,5
667,1985,Male,Teacher,4
573,1365,Male,Engineer,5
359,1996,Male,Teacher,4
532,1943,Male,Scientist,1
409,1600,Male,Lawyer,5
397,1581,Female,Teacher,4
736,1269,Female,Manager,4
809,1978,Female,Manager,5
807,1180,Female,Developer,3
233,1128,Male,Designer,4
169,1285,Female,Doctor,4
882,1296,Male,Artist,3
924,1986,Female,Doctor,2
199,1741,Female,Teacher,4
406,1295,Female,Doctor,5
380,1193,Male,Scientist,2
330,1049,Male,Lawyer,3
1,1364,Male,Developer,4
517,1704,Male,Artist,3
33,1592,Male,Designer,2
148,1822,Female,Manager,1
144,1983,Female,Engineer,5
209,1051,Male,Lawyer,1
545,1365,Male,Artist,2
568,1920,Male,Doctor,2
582,1946,Female,Engineer,3
986,1474,Female,Engineer,4
166,1431,Female,Manager,2
210,1325,Female,Doctor,3
293,1994,Female,Scientist,1
121,1876,Female,Teacher,4
400,1288,Female,Artist,3
286,1762,Male,Designer,1
804,1359,Female,Lawyer,5
485,1423,Female,Scientist,3
431,1358,Female,Lawyer,2
516,1735,Male,Artist,5
257,1044,Male,Lawyer,4
596,1201,Female,Teacher,4
554,1244,Male,Lawyer,2
411,1173,Female,Manager,3
445,1429,Female,Doctor,1
936,1388,Female,Doctor,2
863,1151,Female,Developer,3
198,1307,Male,Scientist,4
697,1402,Male,Teacher,1
45,1113,Male,Manager,5
91,1296,Female,Artist,1
165,1776,Male,Scientist,5
840,1785,Female,Manager,3
795,1787,Female,Engineer,5
804,1329,Female,Scientist,3
978,1048,Female,Artist,2
594,1684,Female,Scientist,3
349,1922,Male,Scientist,2
992,1217,Male,Designer,2
794,1581,Male,Doctor,1
10,1152,Female,Designer,5
654,1442,Female,Artist,4
343,1900,Male,Manager,3
497,1775,Male,Developer,5
797,1861,Male,Doctor,4
235,1452,Male,Doctor,1
478,1643,Male,Engineer,4
683,1354,Female,Designer,4
632,1201,Male,Developer,1
881,1237,Male,Artist,5
399,1381,Male,Lawyer,5
186,1913,Female,Designer,3
878,1610,Female,Lawyer,5
795,1420,Female,Doctor,5
969,1234,Female,Doctor,4
814,1447,Female,Engineer,4
328,1375,Male,Doctor,2
722,1706,Female,Manager,5
177,1025,Male,Engineer,2
172,1033,Female,Doctor,3
250,1018,Female,Scientist,1
97,1979,Male,Artist,5
615,1963,Female,Lawyer,5
963,1292,Male,Teacher,3
507,1462,Female,Developer,2
464,1977,Male,Teacher,5
164,1061,Female,Engineer,1
480,1155,Male,Artist,5
823,1370,Male,Artist,2
561,1173,Female,Manager,2
587,1350,Female,Developer,4
399,1189,Female,Designer,4
152,1626,Male,Scientist,1
451,1327,Female,Designer,4
699,1060,Male,Manager,3
268,1887,Male,Lawyer,2
582,1843,Female,Teacher,2
758,1333,Male,Engineer,2
627,1522,Male,Designer,2
190,1136,Female,Engineer,2
967,1587,Female,Designer,2
404,1987,Female,Developer,4
967,1605,Female,Artist,1
791,1115,Male,Scientist,2
872,1750,Male,Engineer,4
546,1281,Female,Designer,1
795,1287,Female,Artist,2
962,1762,Male,Scientist,5
488,1495,Female,Manager,2
365,1297,Female,Scientist,4
470,1449,Male,Artist,5
501,1199,Female,Developer,5
901,1882,Female,Manager,2
440,1413,Male,Teacher,3
96,1569,Female,Doctor,2
936,1912,Male,Engineer,3
81,1767,Female,Designer,5
487,1526,Male,Designer,4
40,1014,Male,Scientist,5
758,1634,Male,Designer,5
449,1132,Male,Manager,1
296,1335,Male,Scientist,4
824,1329,Female,Artist,1
117,1009,Male,Artist,2
240,1449,Female,Developer,2
978,1627,Male,Developer,4
888,1192,Female,Teacher,3
584,1782,Male,Lawyer,5
83,1797,Male,Manager,3
783,1657,Female,Developer,1
347,1968,Male,Artist,3
18,1900,Male,Scientist,2
903,1314,Female,Developer,3
189,1445,Female,Developer,3
526,1409,Female,Scientist,4
563,1487,Male,Engineer,1
21,1346,Female,Lawyer,1
468,1504,Male,Engineer,3
591,1335,Female,Manager,1
292,1233,Female,Scientist,2
457,1275,Male,Engineer,3
75,1497,Female,Artist,1
162,1047,Male,Engineer,5
682,1212,Male,Engineer,1
597,1655,Male,Teacher,4
605,1481,Male,Doctor,1
341,1593,Male,Doctor,5
349,1798,Female,Developer,3
27,1332,Male,Designer,4
175,1661,Male,Lawyer,3
318,1664,Female,Designer,4
342,1247,Male,Engineer,5
497,1393,Female,Scientist,4
863,1541,Male,Manager,2
58,1541,Female,Scientist,3
25,1106,Male,Scientist,5
710,1510,Female,Designer,1
505,1201,Female,Developer,1
81,1889,Male,Manager,3
165,1242,Female,Designer,3
677,1026,Male,Scientist,4
742,1584,Male,Engineer,3
174,1783,Male,Teacher,1
58,1815,Male,Developer,1
893,1762,Male,Manager,5
695,1803,Male,Designer,4
387,1317,Male,Engineer,3
602,1313,Female,Scientist,3
221,1601,Female,Lawyer,5
583,1999,Female,Doctor,1
759,1790,Male,Designer,4
954,1137,Male,Designer,4
700,1561,Male,Artist,3
343,1092,Female,Developer,1
36,1470,Female,Designer,2
397,1989,Male,Manager,4
237,1259,Male,Teacher,5
879,1775,Male,Designer,2
11,1902,Male,Artist,3
222,1533,Male,Teacher,4
244,1751,Female,Scientist,3
847,1122,Female,Doctor,4
925,1610,Female,Teacher,1
873,1484,Female,Scientist,4
993,1490,Female,Artist,2
245,1764,Female,Artist,2
646,1616,Male,Developer,3
53,1111,Female,Doctor,4
937,1535,Male,Lawyer,2
749,1656,Male,Scientist,3
336,1818,Male,Teacher,1
334,1669,Female,Doctor,2
446,1878,Male,Scientist,2
32,1934,Male,Manager,5
769,1394,Male,Engineer,2
488,1077,Male,Designer,5
408,1592,Male,Lawyer,3
865,1544,Male,Scientist,5
785,1826,Male,Designer,5
99,1463,Female,Developer,2
167,1715,Female,Engineer,3
679,1596,Male,Doctor,5
737,1929,Male,Teacher,3
290,1953,Male,Artist,5
215,1901,Male,Scientist,4
153,1639,Female,Scientist,3
610,1096,Male,Doctor,5
574,1810,Female,Engineer,4
53,1892,Female,Doctor,5
937,1733,Female,Scientist,2
242,1250,Female,Engineer,3
578,1727,Female,Teacher,2
911,1220,Male,Artist,3
978,1683,Female,Manager,1
374,1600,Female,Artist,1
93,1649,Male,Artist,4
175,1715,Male,Designer,4
201,1176,Male,Designer,3
50,1645,Female,Engineer,2
409,1531,Male,Manager,2
788,1871,Male,Artist,5
265,1246,Female,Developer,2
226,1439,Female,Designer,3
607,1831,Female,Developer,2
252,1266,Male,Scientist,1
5,1551,Female,Scientist,4
299,1694,Male,Developer,3
134,1207,Male,Manager,5
215,1211,Male,Doctor,3
884,1849,Female,Manager,3
924,1050,Female,Artist,3
485,1712,Female,Lawyer,2
430,1362,Female,Scientist,5
85,1634,Female,Scientist,5
952,1165,Female,Doctor,1
392,1536,Female,Manager,5
315,1047,Male,Doctor,3
391,1958,Female,Designer,4
163,1758,Male,Lawyer,1
300,1149,Female,Lawyer,2
903,1627,Male,Artist,3
226,1761,Male,Developer,4
114,1152,Male,Doctor,4
96,1118,Male,Engineer,4
108,1151,Male,Teacher,3
918,1854,Male,Manager,1
536,1340,Male,Designer,4
796,1614,Female,Doctor,3
731,1636,Male,Artist,5
269,1022,Male,Teacher,4
537,1546,Male,Teacher,2
364,1423,Female,Doctor,4
938,1218,Male,Developer,5
641,1728,Male,Scientist,1
270,1739,Male,Developer,1
139,1318,Male,Manager,4
666,1954,Male,Engineer,5
806,1663,Male,Designer,1
622,1716,Male,Scientist,1
776,1429,Female,Teacher,5
937,1526,Female,Engineer,5
495,1251,Male,Lawyer,5
763,1513,Male,Doctor,5
826,1775,Male,Doctor,2
377,1942,Male,Developer,1
584,1545,Female,Engineer,3
362,1835,Female,Designer,1
117,1474,Female,Manager,5
106,1370,Female,Developer,1
442,1885,Female,Engineer,4
719,1964,Female,Manager,3
599,1570,Female,Scientist,4
473,1713,Male,Teacher,4
904,1910,Female,Artist,1
190,1691,Female,Doctor,3
575,1078,Female,Artist,1
715,1177,Female,Engineer,4
372,1674,Male,Lawyer,5
888,1771,Male,Scientist,2
373,1903,Female,Teacher,4
357,1764,Female,Engineer,1
944,1694,Female,Manager,3
872,1492,Female,Doctor,5
452,1133,Male,Doctor,2
466,1282,Male,Artist,4
878,1554,Male,Lawyer,5
479,1863,Female,Teacher,4
810,1705,Female,Manager,4
137,1380,Female,Engineer,1
848,1498,Female,Designer,1
580,1939,Male,Developer,5
49,1843,Female,Designer,1
619,1560,Female,Designer,4
788,1187,Male,Doctor,1
140,1581,Male,Doctor,1
537,1372,Male,Designer,3
407,1915,Female,Designer,4
747,1804,Male,Engineer,3
528,1359,Male,Doctor,3
403,1860,Male,Artist,2
138,1434,Male,Lawyer,2
489,1989,Male,Artist,5
937,1922,Female,Lawyer,4
410,1992,Female,Designer,3
580,1433,Female,Scientist,1
729,1360,Female,Scientist,2
233,1095,Female,Designer,1
888,1375,Male,Artist,4
278,1126,Male,Artist,4
846,1761,Male,Artist,3
79,1895,Female,Teacher,3
555,1610,Female,Lawyer,1
738,1006,Female,Manager,2
242,1423,Female,Artist,5
42,1548,Male,Developer,4
848,1523,Female,Lawyer,5
192,1168,Female,Doctor,4
353,1744,Female,Lawyer,1
756,1208,Female,Designer,2
331,1650,Male,Teacher,4
287,1769,Male,Lawyer,4
12,1759,Female,Manager,1
139,1317,Male,Engineer,3
732,1897,Female,Designer,1
497,1859,Female,Engineer,1
185,1163,Female,Lawyer,1
453,1446,Male,Scientist,2
136,1188,Male,Manager,3
330,1178,Female,Teacher,4
356,1587,Male,Artist,2
56,1956,Female,Doctor,1
984,1178,Female,Teacher,5
274,1953,Male,Developer,2
748,1243,Male,Developer,2
815,1247,Male,Developer,1
275,1606,Female,Artist,5
942,1875,Male,Developer,3
315,1031,Female,Designer,2
605,1121,Female,Designer,5
156,1827,Male,Lawyer,2
643,1877,Male,Scientist,3
768,1835,Female,Designer,3
291,1114,Male,Doctor,3
97,1091,Male,Doctor,5
877,1007,Male,Scientist,2
57,1795,Female,Manager,4
636,1273,Female,Doctor,5
239,1238,Female,Doctor,3
345,1137,Male,Designer,2
199,1157,Male,Manager,5
251,1360,Female,Engineer,1
276,1216,Male,Teacher,2
28,1650,Male,Teacher,5
394,1964,Female,Teacher,3
854,1485,Male,Engineer,3
80,1365,Female,Doctor,5
419,1853,Female,Scientist,4
808,1962,Male,Engineer,4
585,1947,Female,Developer,1
259,1444,Female,Developer,3
386,1214,Female,Artist,1
148,1135,Male,Artist,2
169,1577,Male,Lawyer,4
211,1257,Male,Developer,2
219,1113,Female,Lawyer,4
936,1017,Male,Scientist,2
31,1525,Female,Designer,2
494,1824,Female,Designer,3
684,1188,Female,Developer,4
377,1096,Male,Doctor,5
109,1181,Female,Developer,2
352,1858,Male,Doctor,4
665,1641,Female,Manager,4
391,1539,Male,Lawyer,4
971,1684,Female,Lawyer,4
318,1122,Male,Artist,4
543,1203,Male,Lawyer,5
91,1140,Female,Engineer,3
325,1604,Female,Scientist,5
191,1789,Male,Developer,4
724,1500,Male,Artist,3
81,1436,Male,Engineer,2
800,1297,Male,Artist,3
717,1389,Female,Manager,5
975,1860,Male,Designer,3
219,1770,Male,Manager,4
391,1278,Male,Scientist,1
615,1825,Female,Artist,4
546,1862,Male,Artist,2
414,1585,Female,Lawyer,2
795,1795,Female,Developer,3
402,1059,Female,Artist,4
112,1390,Female,Lawyer,3
922,1732,Female,Doctor,1
968,1551,Female,Designer,4
226,1089,Male,Manager,1
403,1427,Female,Lawyer,2
463,1920,Male,Developer,1
633,1696,Female,Manager,4
800,1894,Female,Scientist,5
974,1594,Female,Artist,5
80,1912,Male,Engineer,5
347,1072,Female,Manager,2
808,1769,Male,Designer,2
354,1342,Male,Teacher,1
709,1179,Male,Lawyer,3
210,1301,Male,Designer,3
684,1186,Female,Developer,1
848,1599,Male,Doctor,3
890,1944,Male,Developer,5
597,1654,Male,Designer,2
9,1857,Female,Manager,3
10,1829,Female,Manager,5
905,1327,Male,Developer,2
92,1506,Male,Engineer,5
981,1079,Female,Doctor,5
308,1404,Male,Doctor,3
428,1358,Female,Manager,4
634,1555,Male,Lawyer,3
543,1264,Female,Artist,4
605,1389,Female,Engineer,4
706,1042,Male,Doctor,3
502,1615,Male,Developer,4
244,1776,Female,Doctor,5
60,1690,Male,Developer,2
323,1026,Female,Artist,3
887,1936,Male,Doctor,5
826,1800,Male,Scientist,2
299,1216,Female,Engineer,5
707,1018,Female,Artist,5
743,1622,Male,Artist,2
265,1757,Female,Developer,2
233,1825,Female,Engineer,2
571,1969,Female,Lawyer,3
584,1017,Female,Lawyer,2
934,1642,Female,Lawyer,5
557,1112,Male,Developer,1
513,1712,Female,Artist,5
111,1789,Male,Scientist,1
229,1580,Male,Developer,3
246,1922,Male,Teacher,5
22,1404,Male,Artist,2
502,1614,Female,Manager,5
192,1581,Female,Artist,5
414,1814,Female,Artist,2
16,1381,Male,Artist,3
29,1447,Male,Engineer,3
421,1010,Female,Doctor,5
236,1190,Male,Engineer,2
486,1742,Male,Scientist,1
345,1319,Male,Developer,1
142,1357,Male,Developer,2
505,1658,Male,Developer,1
475,1304,Male,Engineer,5
654,1578,Male,Engineer,5
40,1087,Male,Scientist,1
992,1786,Female,Designer,1
247,1288,Female,Developer,1
822,1062,Male,Artist,5
918,1020,Female,Teacher,3
811,1913,Male,Engineer,3
428,1939,Female,Manager,2
534,1332,Male,Scientist,3
434,1567,Female,Lawyer,4
537,1330,Female,Manager,4
575,1151,Male,Lawyer,5
913,1559,Male,Developer,5
217,1366,Male,Engineer,3
964,1277,Male,Teacher,5
548,1636,Female,Artist,3
938,1841,Male,Engineer,2
78,1911,Male,Artist,2
997,1874,Female,Engineer,4
288,1617,Female,Scientist,1
586,1467,Male,Manager,2
148,1416,Female,Lawyer,3
290,1898,Male,Developer,2
943,1622,Male,Lawyer,1
690,1951,Female,Doctor,2
458,1898,Female,Designer,4
760,1661,Female,Scientist,2
226,1973,Male,Manager,3
982,1640,Female,Manager,1
844,1313,Male,Designer,2
47,1114,Female,Developer,1
436,1817,Female,Developer,4
113,1641,Female,Teacher,4
522,1125,Male,Engineer,5
282,1405,Female,Doctor,1
965,1453,Male,Artist,1
976,1579,Male,Artist,5
627,1592,Male,Lawyer,4
390,1731,Female,Engineer,5
533,1944,Female,Engineer,4
346,1621,Female,Artist,4
275,1158,Male,Designer,2
320,1445,Male,Doctor,5
700,1198,Female,Engineer,3
497,1845,Female,Artist,5
660,1525,Male,Engineer,3
388,1512,Female,Engineer,3
674,1555,Female,Doctor,5
940,1861,Female,Teacher,4
767,1132,Male,Scientist,2
578,1319,Female,Teacher,1
358,1167,Female,Designer,2
986,1149,Male,Designer,2
568,1029,Female,Artist,3
152,1210,Male,Designer,1
577,1109,Female,Scientist,3
860,1880,Male,Engineer,5
937,1009,Male,Doctor,4
234,1089,Male,Teacher,2
234,1016,Female,Developer,5
523,1080,Male,Engineer,4
478,1966,Male,Developer,3
466,1962,Female,Doctor,4
215,1942,Female,Engineer,4
941,1952,Female,Teacher,1
637,1997,Female,Scientist,4
41,1726,Male,Doctor,1
131,1930,Female,Lawyer,2
517,1860,Male,Manager,3
379,1903,Female,Lawyer,2
222,1738,Female,Scientist,5
270,1570,Female,Manager,5
225,1949,Female,Designer,5
681,1416,Male,Scientist,2
261,1376,Female,Engineer,1
275,1591,Male,Artist,4
973,1135,Female,Lawyer,4
448,1912,Male,Manager,5
382,1511,Female,Developer,5
579,1316,Female,Scientist,2
986,1704,Male,Engineer,2
311,1510,Male,Doctor,3
503,1176,Male,Doctor,2
9,1419,Male,Lawyer,4
518,1624,Male,Scientist,5
479,1867,Male,Designer,5
931,1008,Male,Lawyer,5
67,1237,Female,Developer,4
122,1304,Female,Lawyer,4
768,1822,Female,Manager,4
375,1281,Female,Lawyer,1
152,1171,Male,Teacher,2
813,1825,Male,Designer,3
724,1168,Female,Designer,4
238,1043,Female,Engineer,3
230,1826,Female,Engineer,3
331,1849,Female,Teacher,2
424,1406,Female,Manager,3
231,1266,Female,Manager,4
326,1500,Male,Doctor,5
190,1837,Female,Teacher,5
885,1542,Female,Designer,2
167,1115,Male,Engineer,5
971,1043,Female,Artist,5
895,1045,Male,Scientist,5
54,1722,Female,Artist,3
484,1097,Female,Developer,4
679,1167,Female,Doctor,2
628,1419,Male,Doctor,1
25,1934,Male,Manager,5
260,1807,Male,Designer,1
896,1149,Male,Designer,3
958,1400,Female,Scientist,4
852,1368,Male,Engineer,1
914,1271,Female,Manager,1
146,1813,Female,Engineer,2
823,1706,Male,Lawyer,1
833,1406,Female,Doctor,4
292,1052,Female,Lawyer,3
228,1360,Female,Designer,2
430,1393,Male,Manager,5
734,1052,Male,Teacher,3
294,1583,Male,Doctor,2
1000,1545,Female,Developer,4
297,1224,Female,Developer,3
293,1693,Male,Scientist,2
120,1049,Female,Engineer,3
761,1076,Male,Lawyer,1
846,1988,Female,Artist,1
263,1358,Male,Scientist,2
300,1058,Male,Designer,3
924,1585,Male,Lawyer,4
428,1868,Male,Lawyer,4
187,1727,Male,Manager,2
517,1513,Male,Manager,1
255,1059,Male,Scientist,5
78,1165,Female,Manager,4
954,1450,Female,Manager,2
673,1431,Female,Engineer,1
106,1480,Male,Engineer,1
993,1922,Male,Engineer,5
292,1922,Male,Manager,3
735,1330,Female,Scientist,3
244,1960,Female,Teacher,3
595,1083,Female,Engineer,3
39,1020,Male,Manager,5
185,1478,Male,Engineer,3
16,1050,Female,Developer,5
896,1153,Male,Lawyer,1
129,1946,Female,Developer,4
123,1277,Female,Scientist,1
798,1723,Female,Teacher,1
909,1395,Female,Teacher,5
260,1278,Female,Doctor,1
431,1416,Male,Scientist,1
386,1906,Female,Doctor,5
374,1684,Female,Teacher,3
884,1389,Female,Artist,4
302,1359,Female,Scientist,1
612,1116,Male,Scientist,2
517,1627,Male,Doctor,4
481,1290,Female,Manager,2
205,1430,Male,Developer,2
972,1823,Female,Designer,1
335,1360,Female,Artist,4
985,1961,Male,Engineer,3
864,1064,Male,Designer,5
108,1132,Male,Lawyer,5
378,1475,Female,Manager,2
701,1477,Female,Lawyer,3
646,1393,Female,Engineer,4
379,1688,Male,Developer,1
610,1329,Male,Teacher,5
872,1602,Female,Doctor,5
157,1075,Female,Scientist,2
992,1005,Male,Teacher,1
735,1868,Male,Artist,2
361,1424,Male,Scientist,3
111,1241,Male,Lawyer,1
382,1356,Female,Manager,3
608,1064,Female,Scientist,2
860,1743,Male,Manager,4
834,1724,Male,Teacher,5
702,1366,Male,Artist,5
476,1827,Female,Designer,5
28,1326,Female,Doctor,3
452,1188,Male,Scientist,2
360,1793,Male,Developer,1
745,1711,Male,Designer,5
332,1814,Female,Manager,5
618,1391,Male,Scientist,4
256,1433,Female,Teacher,3
294,1834,Female,Designer,5
257,1501,Male,Doctor,3
38,1105,Female,Lawyer,5
890,1215,Male,Engineer,5
4,1795,Female,Developer,1
451,1516,Male,Manager,1
179,1555,Male,Lawyer,3
918,1064,Female,Manager,5
308,1506,Female,Doctor,3
146,1801,Female,Designer,4
407,1399,Male,Manager,4
59,1282,Male,Doctor,2
569,1027,Female,Scientist,2
632,1104,Female,Teacher,1
383,1110,Female,Manager,3
364,1803,Male,Designer,5
864,1386,Male,Artist,1
769,1621,Female,Scientist,4
42,1760,Male,Scientist,3
109,1604,Male,Teacher,1
898,1377,Female,Developer,2
303,1413,Female,Manager,5
812,1068,Male,Lawyer,4
614,1198,Male,Scientist,4
717,1916,Male,Teacher,2
916,1843,Male,Engineer,1
360,1901,Male,Scientist,3
139,1177,Male,Artist,5
26,1567,Male,Teacher,3
756,1420,Female,Designer,3
703,1383,Male,Designer,3
745,1538,Male,Lawyer,2
775,1926,Male,Doctor,2
665,1167,Male,Teacher,1
718,1189,Male,Manager,3
306,1434,Male,Artist,3
244,1980,Female,Developer,3
869,1622,Female,Engineer,3
